sample_nb,density,max_cycle,avgcycle,nb_attractor,nb_fixed_point,mxc_inhib,avgc_inhib,mxc_exct,avgc_exct,mxc_all,avgc_all,totalInhibition,totalExcitation,totalAutoInhibition,totalAutoExcitation,
2237,0.806,8,3.333,3,2,4,2.667,5,2.500,6,4.352,13,16,2,4,
2238,0.722,5,3.667,3,1,6,4.000,4,2.667,6,4.345,13,13,0,2,
2239,0.361,3,2.000,2,1,1,1.000,4,2.333,6,3.000,4,9,1,1,
2240,0.500,3,1.667,3,2,1,1.000,1,1.000,5,2.538,8,10,2,2,
2241,0.417,3,1.750,4,2,1,1.000,2,1.667,6,3.083,7,8,1,1,
2242,0.556,2,1.500,2,1,3,1.625,1,1.000,6,3.087,14,6,5,1,
2243,0.861,4,2.333,3,1,3,2.000,6,3.778,6,4.585,15,16,3,1,
2244,0.222,1,1.000,2,2,1,1.000,1,1.000,3,1.400,4,4,3,1,
2245,0.306,2,1.333,3,2,2,1.500,1,1.000,2,1.250,6,5,1,2,
2246,0.556,2,1.167,6,5,2,2.000,2,1.400,6,3.074,9,11,0,3,
2247,0.861,2,1.500,2,1,5,2.875,5,2.417,6,4.472,14,17,1,4,
2248,0.806,1,1.000,2,2,1,1.000,5,3.235,6,4.305,11,18,2,2,
2249,0.278,1,1.000,1,1,1,1.000,0,0.000,6,3.714,5,5,1,0,
2250,0.361,1,1.000,3,3,2,1.500,2,1.333,4,2.222,5,8,1,2,
2251,0.500,1,1.000,2,2,2,1.500,2,1.333,6,3.500,10,8,1,2,
2252,0.389,2,1.333,3,2,1,1.000,4,2.750,6,3.462,5,9,2,1,
2253,0.861,2,1.667,3,1,5,2.500,4,2.500,6,4.335,17,14,4,2,
2254,0.889,1,1.000,1,1,5,2.556,6,3.000,6,4.545,16,16,3,2,
2255,0.278,1,1.000,4,4,1,1.000,3,1.750,3,1.833,4,6,1,2,
2256,0.250,1,1.000,2,2,0,0.000,2,1.500,2,1.750,4,5,0,1,
2257,0.250,1,1.000,1,1,1,1.000,0,0.000,4,2.250,4,5,2,0,
2258,0.778,2,1.333,3,2,4,2.143,6,3.500,6,4.161,14,14,3,1,
2259,0.944,1,1.000,2,2,6,4.037,6,2.733,6,4.668,16,18,1,4,
2260,0.722,1,1.000,2,2,1,1.000,5,2.250,6,3.842,11,15,2,4,
2261,0.250,1,1.000,4,4,3,2.000,1,1.000,3,1.800,6,3,1,2,
2262,0.500,1,1.000,1,1,3,1.800,0,0.000,6,3.500,12,6,2,0,
2263,0.556,1,1.000,5,5,2,2.000,3,1.714,6,3.400,8,12,0,3,
2264,0.278,1,1.000,1,1,2,2.000,1,1.000,5,2.800,6,4,0,1,
2265,0.333,1,1.000,1,1,0,0.000,2,2.000,5,3.364,8,4,0,0,
2266,0.306,2,1.333,9,6,2,2.000,2,1.333,2,1.500,3,8,0,2,
2267,0.278,1,1.000,2,2,1,1.000,1,1.000,2,1.500,5,5,1,1,
2268,0.222,1,1.000,1,1,2,1.500,0,0.000,2,1.500,7,1,2,0,
2269,0.333,1,1.000,5,5,1,1.000,2,1.250,3,1.500,5,7,1,3,
2270,0.500,1,1.000,3,3,2,1.667,3,1.750,6,3.188,8,10,1,2,
2271,0.944,6,3.500,2,1,3,1.778,5,3.391,6,4.575,17,17,4,2,
2272,0.528,1,1.000,1,1,2,1.667,4,2.333,6,3.517,11,8,1,1,
2273,0.806,1,1.000,1,1,3,1.600,3,1.750,6,4.343,16,13,3,2,
2274,0.778,2,1.667,3,1,5,2.647,2,1.250,6,4.121,18,10,3,3,
2275,0.583,1,1.000,2,2,2,1.333,2,1.667,6,3.581,9,12,2,1,
2276,0.361,1,1.000,2,2,0,0.000,1,1.000,4,2.500,5,8,0,1,
2277,0.278,1,1.000,4,4,1,1.000,1,1.000,5,2.000,5,5,1,2,
2278,0.389,2,1.333,3,2,2,1.250,3,2.500,5,2.750,8,6,3,0,
2279,0.722,1,1.000,2,2,2,1.500,6,3.227,6,4.237,7,19,1,3,
2280,0.528,1,1.000,5,5,3,2.250,1,1.000,6,3.100,10,9,0,3,
2281,1.000,3,1.750,4,2,6,3.868,5,2.700,6,4.713,21,15,3,3,
2282,0.917,1,1.000,1,1,6,3.120,5,3.727,6,4.620,21,12,5,0,
2283,0.889,2,1.333,3,2,2,1.333,6,3.267,6,4.625,14,18,2,2,
2284,0.778,2,1.667,3,1,4,2.200,6,3.333,6,4.354,14,14,3,0,
2285,0.917,3,2.000,2,1,5,3.111,6,3.100,6,4.613,18,15,3,2,
2286,0.389,2,1.250,4,3,2,2.000,2,1.333,6,2.778,6,8,0,2,
2287,0.944,2,1.500,2,1,4,2.500,6,3.562,6,4.575,13,21,3,3,
2288,0.278,1,1.000,2,2,2,1.500,1,1.000,4,2.000,5,5,1,1,
2289,0.611,1,1.000,4,4,4,2.800,6,2.800,6,3.882,9,13,1,3,
2290,0.528,2,1.250,4,3,3,2.000,2,1.500,6,3.500,11,8,1,1,
2291,0.444,1,1.000,2,2,1,1.000,1,1.000,6,3.444,9,7,1,2,
2292,0.444,1,1.000,3,3,1,1.000,5,2.625,6,3.067,4,12,1,2,
2293,0.611,2,1.800,5,1,4,1.833,2,1.500,6,3.312,13,9,3,2,
2294,0.278,2,1.500,2,1,1,1.000,1,1.000,4,2.000,5,5,1,1,
2295,0.722,1,1.000,1,1,4,2.143,4,3.091,6,4.023,12,14,3,0,
2296,0.361,4,2.500,4,2,4,3.000,3,1.750,5,2.700,6,7,0,2,
2297,0.306,1,1.000,2,2,3,3.000,3,2.000,4,2.750,4,7,0,1,
2298,0.833,2,1.333,3,2,5,2.667,3,1.571,6,4.363,15,15,2,4,
2299,0.833,1,1.000,3,3,4,2.833,5,2.583,6,4.529,13,17,0,4,
2300,0.278,1,1.000,1,1,4,2.333,0,0.000,4,2.800,9,1,1,0,
2301,0.750,2,1.500,2,1,5,2.375,5,3.182,6,4.248,13,14,4,0,
2302,0.556,1,1.000,2,2,1,1.000,2,1.667,6,3.333,10,10,2,1,
2303,0.722,2,1.333,3,2,6,3.438,3,1.667,6,4.289,15,11,1,2,
2304,0.972,5,2.667,3,1,6,3.609,6,3.458,6,4.657,17,18,3,3,
2305,0.278,1,1.000,1,1,3,2.000,0,0.000,3,2.000,10,0,2,0,
2306,0.944,2,1.500,2,1,5,3.263,6,3.444,6,4.601,15,19,2,4,
2307,0.889,2,1.250,4,3,5,2.750,2,1.200,6,4.505,17,15,2,4,
2308,0.333,1,1.000,2,2,2,1.667,1,1.000,3,1.800,9,3,1,1,
2309,0.417,1,1.000,3,3,3,3.000,2,1.333,4,2.167,8,7,0,2,
2310,0.361,2,1.333,6,4,2,1.500,2,1.500,4,2.167,7,6,1,1,
2311,0.306,1,1.000,1,1,2,2.000,0,0.000,5,3.000,5,6,0,0,
2312,0.194,2,1.333,6,4,1,1.000,2,1.500,4,2.000,3,4,1,1,
2313,0.722,1,1.000,3,3,3,2.250,6,2.643,6,4.333,10,16,0,4,
2314,0.778,6,3.500,2,1,4,1.600,6,3.903,6,4.113,10,18,4,2,
2315,0.972,3,2.000,2,1,6,3.828,6,3.400,6,4.657,18,17,3,3,
2316,0.444,1,1.000,1,1,2,2.000,2,2.000,6,3.720,6,10,0,0,
2317,0.528,2,1.667,3,1,1,1.000,5,3.000,6,3.240,5,14,2,1,
2318,0.278,1,1.000,1,1,0,0.000,2,2.000,2,2.000,4,6,0,0,
2319,0.417,2,1.667,3,1,1,1.000,2,2.000,5,2.556,7,8,2,0,
2320,0.333,1,1.000,3,3,2,2.000,1,1.000,5,2.500,5,7,0,2,
2321,0.306,4,3.000,3,1,2,2.000,2,2.000,6,3.714,7,4,0,0,
2322,1.000,3,1.500,4,3,6,3.167,6,3.150,6,4.713,18,18,3,3,
2323,1.000,1,1.000,2,2,6,3.486,6,3.737,6,4.713,21,15,5,1,
2324,0.722,1,1.000,1,1,6,3.273,5,3.222,6,4.111,14,12,3,2,
2325,0.917,7,3.333,3,1,5,2.545,6,3.294,6,4.557,16,17,4,2,
2326,0.278,1,1.000,1,1,0,0.000,4,4.000,5,3.857,3,7,0,0,
2327,0.694,2,1.500,2,1,3,1.667,5,3.000,6,3.938,13,12,4,1,
2328,0.806,1,1.000,2,2,3,1.800,6,3.222,6,4.442,12,17,2,2,
2329,0.472,1,1.000,1,1,3,2.000,3,2.000,6,3.565,8,9,1,1,
2330,0.278,1,1.000,4,4,1,1.000,1,1.000,2,1.400,4,6,1,2,
2331,0.278,3,2.000,2,1,1,1.000,3,3.000,3,1.667,4,6,2,0,
2332,0.361,1,1.000,1,1,1,1.000,1,1.000,5,2.900,5,8,2,1,
2333,0.917,1,1.000,2,2,5,2.895,5,2.700,6,4.537,19,14,4,2,
2334,0.361,4,1.750,4,3,4,2.500,4,2.000,6,3.100,6,7,1,2,
2335,0.833,1,1.000,2,2,3,1.600,6,2.909,6,4.451,14,16,3,2,
2336,0.778,1,1.000,3,3,5,3.263,2,1.600,6,4.479,15,13,0,2,
2337,0.778,1,1.000,2,2,5,3.000,4,2.500,6,4.385,14,14,2,2,
2338,0.333,1,1.000,4,4,0,0.000,3,1.667,5,2.667,5,7,0,2,
2339,0.806,2,1.333,3,2,6,2.818,4,2.375,6,4.346,16,13,2,3,
2340,0.306,2,1.333,3,2,0,0.000,2,2.000,6,3.000,5,6,0,0,
2341,0.417,4,2.000,3,2,1,1.000,3,2.000,5,2.600,6,9,1,2,
2342,0.556,1,1.000,1,1,5,2.750,2,1.667,6,3.360,9,11,2,1,
2343,0.361,1,1.000,1,1,0,0.000,0,0.000,6,3.667,7,6,0,0,
2344,0.417,1,1.000,1,1,3,2.000,0,0.000,6,3.444,12,3,2,0,
2345,0.778,3,1.667,3,2,2,1.250,3,1.875,6,3.857,10,18,3,3,
2346,0.750,2,1.667,3,1,3,1.833,2,1.500,6,3.986,14,13,3,1,
2347,0.278,1,1.000,1,1,1,1.000,0,0.000,4,2.400,4,6,2,0,
2348,0.278,1,1.000,1,1,1,1.000,1,1.000,2,1.250,7,3,2,1,
2349,0.861,2,1.500,2,1,4,2.364,6,3.471,6,4.399,15,16,3,2,
2350,0.361,1,1.000,6,6,1,1.000,1,1.000,4,1.600,6,7,1,3,
2351,0.306,1,1.000,2,2,4,3.000,1,1.000,6,3.333,8,3,0,1,
2352,0.667,4,2.500,2,1,3,2.000,6,3.083,6,3.806,9,15,2,2,
2353,0.389,1,1.000,1,1,4,2.750,1,1.000,6,3.462,8,6,1,1,
2354,0.806,4,2.500,2,1,5,3.393,5,2.778,6,4.364,17,12,2,2,
2355,0.972,1,1.000,3,3,6,4.061,5,2.667,6,4.722,20,15,2,3,
2356,0.222,1,1.000,1,1,1,1.000,0,0.000,4,1.750,6,2,3,0,
2357,0.250,2,1.333,3,2,0,0.000,2,2.000,3,2.333,3,6,0,0,
2358,0.306,2,1.500,2,1,1,1.000,1,1.000,6,3.333,4,7,1,1,
2359,0.722,2,1.333,3,2,5,3.400,5,2.583,6,4.000,10,16,1,4,
2360,0.694,3,2.000,2,1,3,1.800,2,1.333,6,4.167,13,12,2,2,
2361,0.306,1,1.000,2,2,1,1.000,2,1.333,2,1.400,4,7,1,2,
2362,0.944,2,1.333,3,2,6,3.391,3,1.800,6,4.668,19,15,3,2,
2363,0.694,3,2.000,2,1,1,1.000,5,2.714,6,3.580,9,16,3,3,
2364,0.583,1,1.000,3,3,5,3.250,3,2.000,6,4.172,10,11,1,1,
2365,0.278,1,1.000,2,2,1,1.000,1,1.000,1,1.000,6,4,4,1,
2366,0.833,1,1.000,2,2,3,2.400,6,3.300,6,4.372,12,18,0,5,
2367,0.361,1,1.000,3,3,0,0.000,1,1.000,5,2.875,6,7,0,2,
2368,0.722,2,1.333,3,2,3,1.600,5,3.200,6,4.045,12,14,3,1,
2369,0.250,2,1.333,3,2,1,1.000,1,1.000,1,1.000,4,5,2,2,
2370,0.694,1,1.000,2,2,3,1.800,3,1.667,6,3.870,10,15,2,3,
2371,0.806,1,1.000,2,2,3,1.750,6,3.615,6,4.277,11,18,2,3,
2372,0.806,1,1.000,2,2,3,1.600,3,2.000,6,4.367,16,13,3,1,
2373,0.333,1,1.000,2,2,0,0.000,1,1.000,5,2.857,6,6,0,1,
2374,0.500,2,1.500,2,1,2,1.500,4,2.500,6,3.696,11,7,1,1,
2375,0.389,1,1.000,2,2,3,3.000,3,2.000,6,3.500,7,7,0,1,
2376,0.556,2,1.600,5,2,2,1.333,3,2.000,6,3.304,7,13,2,1,
2377,0.917,1,1.000,2,2,6,3.794,3,1.571,6,4.530,19,14,2,4,
2378,0.250,1,1.000,1,1,1,1.000,0,0.000,3,2.000,4,5,1,0,
2379,0.361,1,1.000,4,4,3,3.000,4,2.333,4,2.909,3,10,0,2,
2380,0.806,1,1.000,2,2,2,1.333,5,2.462,6,4.132,11,18,2,4,
2381,0.472,1,1.000,19,19,2,2.000,1,1.000,3,1.583,9,8,0,6,
2382,0.472,2,1.667,3,1,3,1.750,4,2.000,5,2.533,8,9,2,2,
2383,0.972,4,2.500,2,1,6,3.656,4,2.222,6,4.722,19,16,2,3,
2384,0.528,2,1.200,5,4,2,2.000,2,1.250,6,3.231,8,11,0,3,
2385,0.500,2,1.500,6,3,2,1.500,2,1.250,5,2.857,6,12,1,3,
2386,0.333,3,2.000,2,1,3,2.000,3,3.000,6,3.364,7,5,1,0,
2387,0.444,4,1.800,5,3,2,1.667,4,2.250,5,2.750,8,8,1,1,
2388,0.306,2,1.333,3,2,0,0.000,2,1.500,5,3.167,5,6,0,1,
2389,0.722,2,1.500,2,1,2,1.667,4,2.000,6,3.961,12,14,1,4,
2390,0.833,1,1.000,1,1,5,2.909,4,2.375,6,4.510,15,15,2,2,
2391,0.944,2,1.500,2,1,2,1.400,6,4.049,6,4.601,10,24,3,3,
2392,0.583,1,1.000,3,3,2,1.500,2,1.400,6,3.138,7,14,1,3,
2393,0.417,1,1.000,1,1,1,1.000,0,0.000,5,3.118,9,6,2,0,
2394,0.528,2,1.333,3,2,1,1.000,2,1.333,6,3.800,9,10,2,2,
2395,0.306,1,1.000,2,2,5,3.000,1,1.000,5,2.667,10,1,1,1,
2396,0.889,1,1.000,3,3,6,3.353,4,2.333,6,4.414,16,16,1,5,
2397,0.833,1,1.000,2,2,6,2.846,3,2.200,6,4.455,17,13,3,1,
2398,0.222,1,1.000,1,1,4,2.333,0,0.000,4,2.250,7,1,1,0,
2399,0.694,3,2.000,2,1,4,2.200,5,3.111,6,4.225,12,13,2,2,
2400,0.278,2,1.250,4,3,1,1.000,2,1.500,4,2.200,6,4,1,1,
2401,0.472,3,2.000,2,1,3,1.667,1,1.000,5,2.538,11,6,2,1,
2402,0.889,1,1.000,3,3,6,4.182,6,2.778,6,4.571,14,18,0,5,
2403,0.333,1,1.000,3,3,3,3.000,1,1.000,5,2.714,6,6,0,2,
2404,0.361,1,1.000,2,2,0,0.000,1,1.000,5,2.889,7,6,0,1,
2405,0.806,2,1.667,6,2,3,2.091,5,2.818,6,4.353,16,13,3,1,
2406,0.917,6,3.333,3,1,6,3.429,6,3.724,6,4.524,15,18,3,3,
2407,0.778,1,1.000,4,4,6,2.750,5,2.273,6,4.211,13,15,1,4,
2408,0.667,1,1.000,2,2,2,1.500,3,1.714,6,3.207,11,13,1,4,
2409,0.306,2,1.500,2,1,2,1.500,2,1.333,3,1.667,6,5,1,2,
2410,0.722,2,1.333,6,4,2,1.333,4,2.231,6,3.586,10,16,2,4,
2411,0.333,2,1.333,3,2,1,1.000,2,2.000,3,2.200,4,8,1,0,
2412,0.778,2,1.667,3,1,3,1.857,6,3.643,6,4.398,14,14,3,1,
2413,0.250,1,1.000,1,1,0,0.000,0,0.000,5,3.800,5,4,0,0,
2414,0.639,1,1.000,2,2,4,2.400,2,1.333,6,3.333,14,9,1,2,
2415,0.222,1,1.000,1,1,1,1.000,0,0.000,4,2.000,5,3,2,0,
2416,0.917,2,1.500,2,1,4,2.250,5,3.222,6,4.613,19,14,4,1,
2417,0.444,1,1.000,4,4,3,2.200,2,1.333,4,2.385,9,7,1,2,
2418,0.556,1,1.000,4,4,5,3.250,2,1.250,5,3.050,10,10,1,3,
2419,0.833,1,1.000,2,2,2,1.500,6,3.393,6,4.343,9,21,1,5,
2420,0.389,1,1.000,5,5,1,1.000,3,1.600,3,1.571,4,10,1,3,
2421,0.889,1,1.000,2,2,5,3.360,6,3.143,6,4.509,17,15,2,3,
2422,0.778,2,1.250,4,3,6,3.000,2,1.333,6,4.183,18,10,3,2,
2423,0.472,7,4.000,2,1,1,1.000,4,2.800,6,3.714,7,10,1,1,
2424,0.306,1,1.000,1,1,0,0.000,0,0.000,5,3.667,7,4,0,0,
2425,0.444,1,1.000,1,1,2,1.500,0,0.000,6,3.611,10,6,1,0,
2426,0.306,1,1.000,2,2,3,1.500,1,1.000,3,1.400,9,2,3,1,
2427,0.944,1,1.000,2,2,5,2.643,6,3.053,6,4.575,16,18,3,3,
2428,0.444,1,1.000,2,2,2,1.500,1,1.000,5,2.692,12,4,2,1,
2429,0.917,3,2.000,2,1,6,3.100,5,3.333,6,4.620,18,15,4,1,
2430,0.333,1,1.000,2,2,5,3.500,1,1.000,5,3.333,7,5,0,1,
2431,0.694,1,1.000,2,2,6,3.300,3,2.000,6,4.092,17,8,3,1,
2432,0.722,1,1.000,1,1,6,3.625,1,1.000,6,4.151,18,8,3,1,
2433,0.444,1,1.000,2,2,3,2.333,1,1.000,6,3.840,9,7,1,1,
2434,0.778,1,1.000,3,3,2,1.500,5,2.762,6,4.309,9,19,1,4,
2435,0.500,8,4.500,2,1,3,2.000,6,3.545,6,3.613,6,12,1,1,
2436,1.000,2,1.500,2,1,6,3.619,6,3.238,6,4.713,17,19,2,4,
2437,0.806,4,2.500,2,1,4,2.000,4,2.500,6,4.248,15,14,4,2,
2438,0.444,4,2.000,4,2,3,1.500,2,1.667,6,2.500,9,7,3,1,
2439,0.250,1,1.000,6,6,0,0.000,2,1.250,2,1.400,2,7,0,3,
2440,0.444,1,1.000,1,1,3,1.667,0,0.000,6,3.529,9,7,2,0,
2441,0.333,1,1.000,2,2,1,1.000,1,1.000,5,2.143,8,4,3,1,
2442,0.972,1,1.000,4,4,6,4.543,1,1.000,6,4.657,29,6,3,3,
2443,0.667,4,1.600,5,4,4,2.400,3,1.833,6,4.062,12,12,1,3,
2444,0.333,1,1.000,1,1,3,3.000,3,3.000,4,2.875,5,7,0,0,
2445,0.333,2,1.500,2,1,1,1.000,4,2.333,5,2.857,3,9,1,1,
2446,0.250,1,1.000,8,8,3,3.000,1,1.000,3,1.600,4,5,0,3,
2447,0.361,4,2.000,4,2,0,0.000,2,1.500,4,2.667,5,8,0,1,
2448,0.778,4,1.750,4,3,3,2.000,5,3.500,6,4.479,14,14,2,1,
2449,0.417,1,1.000,1,1,2,1.500,1,1.000,6,3.400,7,8,1,1,
2450,0.250,1,1.000,2,2,1,1.000,1,1.000,4,2.000,4,5,2,1,
2451,0.444,3,2.000,3,1,1,1.000,3,2.000,6,3.067,7,9,3,1,
2452,0.444,1,1.000,6,6,3,2.333,1,1.000,5,2.769,8,8,0,3,
2453,0.944,5,2.667,3,1,6,3.000,6,4.028,6,4.601,16,18,4,2,
2454,0.222,3,1.571,14,10,0,0.000,3,1.500,3,1.500,1,7,0,3,
2455,0.306,1,1.000,2,2,2,1.500,1,1.000,5,2.200,7,4,1,1,
2456,0.306,2,1.500,2,1,2,2.000,2,2.000,5,3.286,5,6,0,0,
2457,0.972,2,1.500,2,1,6,3.562,5,3.111,6,4.722,21,14,4,1,
2458,0.917,2,1.333,3,2,5,2.667,4,2.125,6,4.620,17,16,2,3,
2459,0.306,1,1.000,4,4,2,1.333,1,1.000,2,1.333,7,4,2,2,
2460,0.861,2,1.250,4,3,3,1.750,5,2.947,6,4.495,13,18,2,3,
2461,0.556,4,2.500,2,1,3,2.200,4,2.667,6,4.019,10,10,1,1,
2462,0.361,2,1.500,2,1,1,1.000,3,2.000,3,1.500,6,7,3,1,
2463,0.667,3,2.000,2,1,2,1.333,5,3.333,6,4.191,11,13,2,0,
2464,0.750,2,1.250,4,3,3,2.000,6,3.571,6,4.065,10,17,1,2,
2465,0.889,1,1.000,4,4,3,1.750,6,3.364,6,4.439,13,19,2,4,
2466,0.722,1,1.000,3,3,4,2.875,2,1.400,6,4.303,14,12,0,3,
2467,0.750,3,2.000,2,1,3,1.667,6,3.556,6,4.183,12,15,3,1,
2468,0.639,1,1.000,2,2,5,3.000,4,2.000,6,4.000,13,10,1,2,
2469,0.333,1,1.000,2,2,0,0.000,1,1.000,5,3.286,4,8,0,1,
2470,1.000,2,1.500,2,1,6,3.480,6,3.500,6,4.713,18,18,3,3,
2471,0.917,1,1.000,1,1,6,3.906,2,1.500,6,4.588,24,9,4,1,
2472,0.472,1,1.000,1,1,3,1.750,1,1.000,6,3.846,12,5,2,1,
2473,0.389,1,1.000,2,2,4,3.000,1,1.000,5,2.818,7,7,0,2,
2474,0.250,1,1.000,2,2,0,0.000,1,1.000,3,2.000,4,5,0,1,
2475,0.917,1,1.000,2,2,5,2.733,4,2.333,6,4.445,17,16,4,2,
2476,0.444,3,2.000,2,1,4,2.750,3,2.667,5,3.105,9,7,1,0,
2477,0.583,5,3.000,2,1,3,1.667,6,3.273,6,3.870,7,14,2,2,
2478,0.861,5,2.250,4,2,4,1.625,6,3.839,6,4.327,14,17,5,1,
2479,0.667,7,4.000,2,1,4,2.000,4,2.600,6,4.072,12,12,3,1,
2480,0.861,1,1.000,2,2,4,2.500,6,4.024,6,4.645,12,19,2,1,
2481,0.250,2,1.500,2,1,1,1.000,2,1.500,2,1.333,5,4,3,1,
2482,0.583,3,1.667,3,2,2,1.500,5,2.625,6,3.419,7,14,1,3,
2483,0.861,2,1.500,4,2,5,3.222,6,3.500,6,4.699,15,16,1,1,
2484,1.000,1,1.000,2,2,5,3.350,5,2.500,6,4.713,16,20,1,5,
2485,0.500,2,1.333,3,2,4,2.667,2,1.333,6,3.542,10,8,0,2,
2486,0.278,1,1.000,2,2,0,0.000,1,1.000,6,3.600,4,6,0,1,
2487,0.278,1,1.000,2,2,3,2.500,1,1.000,4,2.833,4,6,0,1,
2488,0.306,1,1.000,3,3,3,3.000,1,1.000,3,2.000,6,5,0,2,
2489,0.944,6,3.500,2,1,6,4.143,6,3.174,6,4.566,15,19,1,5,
2490,0.306,2,1.667,3,1,2,1.500,2,2.000,5,2.714,5,6,1,0,
2491,0.444,2,1.500,2,1,1,1.000,2,2.000,6,4.038,7,9,1,0,
2492,0.528,1,1.000,2,2,3,1.714,1,1.000,6,3.643,14,5,4,1,
2493,0.306,3,2.000,4,2,1,1.000,3,3.000,3,2.000,4,7,1,0,
2494,0.361,4,2.333,3,1,1,1.000,4,3.500,5,3.000,6,7,2,0,
2495,0.250,1,1.000,1,1,3,1.750,0,0.000,3,1.750,8,1,2,0,
2496,0.556,1,1.000,3,3,1,1.000,4,2.400,6,3.878,8,12,1,1,
2497,0.250,1,1.000,2,2,5,3.500,1,1.000,5,2.750,6,3,0,1,
2498,0.500,1,1.000,2,2,2,1.500,4,2.250,6,3.261,7,11,1,2,
2499,0.556,2,1.333,6,4,3,2.500,2,1.250,6,3.308,10,10,0,3,
2500,0.333,1,1.000,2,2,0,0.000,1,1.000,6,3.143,4,8,0,1,
2501,0.861,3,1.667,3,2,5,2.500,5,2.882,6,4.477,12,19,2,2,
2502,0.444,1,1.000,2,2,5,2.857,2,2.000,6,3.333,12,4,1,0,
2503,0.333,1,1.000,2,2,2,1.333,1,1.000,3,1.833,8,4,2,1,
2504,0.556,1,1.000,3,3,4,2.250,2,1.333,6,3.300,11,9,1,2,
2505,0.861,8,4.500,2,1,6,3.583,6,2.500,6,4.413,18,13,2,4,
2506,0.833,2,1.500,2,1,4,2.462,6,3.312,6,4.312,15,15,3,3,
2507,0.639,2,1.500,2,1,3,2.200,2,1.333,6,4.138,12,11,1,2,
2508,0.778,2,1.500,4,2,2,1.600,6,3.000,6,4.465,11,17,2,1,
2509,0.361,1,1.000,5,5,0,0.000,1,1.000,5,2.700,5,8,0,3,
2510,0.889,8,3.333,3,2,4,2.182,6,3.133,6,4.475,16,16,4,2,
2511,0.444,3,2.000,2,1,1,1.000,3,2.000,4,2.000,8,8,3,1,
2512,0.306,1,1.000,4,4,0,0.000,3,2.000,3,2.250,3,8,0,1,
2513,0.611,1,1.000,3,3,5,3.000,3,1.750,6,3.887,13,9,1,2,
2514,0.611,3,2.000,4,1,4,2.222,3,2.750,6,3.646,13,9,4,0,
2515,0.306,1,1.000,4,4,3,2.000,1,1.000,3,1.500,4,7,1,2,
2516,0.472,4,2.500,2,1,0,0.000,6,4.000,6,3.826,6,11,0,0,
2517,0.361,2,1.667,3,1,1,1.000,2,1.333,4,2.143,5,8,1,2,
2518,0.917,4,2.333,3,1,5,2.300,6,3.742,6,4.537,15,18,4,2,
2519,0.750,2,1.200,5,4,6,3.579,4,1.857,6,4.175,15,12,1,4,
2520,0.750,1,1.000,3,3,4,2.600,2,1.571,6,4.262,11,16,0,3,
2521,0.250,1,1.000,2,2,1,1.000,1,1.000,4,2.000,4,5,1,1,
2522,0.528,1,1.000,2,2,5,2.833,1,1.000,6,3.808,11,8,1,2,
2523,0.333,2,1.500,2,1,2,1.500,1,1.000,4,2.143,5,7,1,2,
2524,0.333,1,1.000,2,2,0,0.000,1,1.000,3,2.200,6,6,0,1,
2525,0.389,1,1.000,1,1,2,1.500,1,1.000,5,3.000,7,7,1,1,
2526,0.417,3,1.500,4,3,0,0.000,5,2.750,6,3.250,3,12,0,2,
2527,0.444,1,1.000,1,1,3,1.667,1,1.000,5,2.727,10,6,2,1,
2528,0.361,2,1.400,5,3,3,2.000,1,1.000,3,1.400,6,7,1,3,
2529,0.417,2,1.333,3,2,2,1.333,3,1.667,5,2.700,8,7,2,2,
2530,0.306,1,1.000,1,1,1,1.000,0,0.000,4,2.333,8,3,2,0,
2531,0.389,1,1.000,2,2,3,1.750,2,1.500,4,2.111,8,6,2,1,
2532,0.972,5,2.250,4,2,6,3.917,4,2.417,6,4.657,20,15,2,4,
2533,0.417,1,1.000,3,3,0,0.000,3,1.750,3,2.200,6,9,0,2,
2534,0.417,2,1.500,2,1,1,1.000,2,2.000,5,2.222,10,5,4,0,
2535,0.639,1,1.000,1,1,1,1.000,4,2.600,6,3.862,9,14,3,0,
2536,0.889,3,1.750,4,2,4,2.444,6,3.250,6,4.439,15,17,3,3,
2537,0.750,6,3.500,2,1,5,2.643,5,3.429,6,4.250,15,12,4,1,
2538,0.722,2,1.250,4,3,5,3.143,3,1.667,6,4.080,15,11,1,3,
2539,0.333,1,1.000,1,1,0,0.000,2,2.000,6,3.909,6,6,0,0,
2540,0.472,1,1.000,4,4,3,2.000,1,1.000,3,1.714,10,7,1,2,
2541,0.750,2,1.667,3,1,5,2.667,2,1.600,6,4.261,13,14,2,2,
2542,0.639,2,1.500,4,2,4,2.200,4,2.250,6,3.857,10,13,1,3,
2543,0.694,1,1.000,2,2,3,1.571,4,2.333,6,3.956,14,11,4,2,
2544,0.667,2,1.750,4,1,6,2.625,2,1.500,6,3.846,12,12,3,2,
2545,0.722,1,1.000,5,5,5,3.222,2,1.200,6,4.163,13,13,1,4,
2546,0.389,1,1.000,1,1,4,2.000,0,0.000,6,3.167,9,5,2,0,
2547,0.278,6,3.000,3,1,0,0.000,3,2.000,3,2.250,4,6,0,1,
2548,0.417,1,1.000,1,1,2,2.000,1,1.000,6,3.562,9,6,0,1,
2549,0.528,1,1.000,2,2,0,0.000,3,2.000,6,3.500,8,11,0,1,
2550,0.278,2,1.333,3,2,1,1.000,2,1.500,4,2.167,4,6,1,1,
2551,0.500,1,1.000,2,2,1,1.000,4,2.500,5,3.000,8,10,1,1,
