n,density,max_cycle,nb_sym,nb_sym_transcient,nb_sym_cycle,ratio_sym,ratio_sym_transcient,ratio_sym_cycle,mat,
2198,0.224,1,0,0,0,0.46428571428571425,0.463718820861678,0.5,"[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 1.0; -1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0]",
2199,0.653,1,0,0,0,0.5982142857142851,0.5956221198156678,0.6785714285714285,"[0.0; 1.0; -1.0; 0.0; -1.0; 0.0; -1.0; 0.0; 0.0; -1.0; 0.0; 1.0; -1.0; 1.0; -1.0; 1.0; 0.0; 1.0; 0.0; 0.0; 1.0; -1.0; -1.0; -1.0; 0.0; -1.0; 1.0; -1.0; -1.0; 1.0; 0.0; 0.0; 0.0; 1.0; -1.0; -1.0; -1.0; 1.0; 1.0; 1.0; 0.0; 1.0; -1.0; -1.0; 1.0; 0.0; 0.0; 0.0; 1.0]",
2200,1.000,2,0,0,0,0.7031249999999991,0.7039999999999992,0.6666666666666666,"[-1.0; -1.0; -1.0; 1.0; 1.0; 1.0; 1.0; -1.0; -1.0; 1.0; -1.0; -1.0; 1.0; -1.0; -1.0; 1.0; -1.0; -1.0; 1.0; -1.0; 1.0; 1.0; -1.0; 1.0; 1.0; 1.0; 1.0; 1.0; -1.0; -1.0; -1.0; 1.0; 1.0; 1.0; 1.0; -1.0; 1.0; -1.0; 1.0; -1.0; -1.0; -1.0; -1.0; 1.0; 1.0; -1.0; -1.0; -1.0; -1.0]",
2201,0.367,2,0,0,0,0.660714285714285,0.6630036630036624,0.6363636363636362,"[0.0; 0.0; 1.0; -1.0; 0.0; 0.0; 1.0; 0.0; 1.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; -1.0; 0.0; 1.0; -1.0; 0.0; 0.0; -1.0; 0.0; 1.0; -1.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0]",
2202,0.265,2,8,7,1,0.7142857142857135,0.7107728337236527,0.7857142857142857,"[0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 1.0; 1.0; -1.0; -1.0; 0.0; 0.0; 0.0]",
2203,0.510,1,6,6,0,0.6964285714285708,0.697892271662763,0.6666666666666666,"[1.0; 0.0; 1.0; 1.0; -1.0; -1.0; 1.0; 0.0; 1.0; 0.0; -1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 1.0; -1.0; 1.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; -1.0; 0.0; 0.0; -1.0; -1.0; 0.0; 0.0; 0.0; 1.0; 1.0; 1.0; -1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 1.0]",
2204,0.429,3,8,8,0,0.6249999999999996,0.6295005807200925,0.5142857142857142,"[0.0; 0.0; -1.0; 0.0; 0.0; -1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; -1.0; -1.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 1.0; 1.0; -1.0; 1.0; 1.0; 0.0; 0.0; 1.0; 1.0; 0.0; 1.0; 0.0; 0.0; -1.0; -1.0; 0.0; 1.0; 0.0; 1.0; -1.0]",
2205,0.653,4,0,0,0,0.607142857142857,0.6132404181184667,0.45714285714285713,"[0.0; 1.0; -1.0; -1.0; -1.0; 0.0; 1.0; 0.0; 1.0; 0.0; 1.0; -1.0; 1.0; -1.0; 0.0; 1.0; 0.0; -1.0; 0.0; 0.0; -1.0; 0.0; -1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; -1.0; -1.0; 0.0; -1.0; 0.0; 1.0; 1.0; 1.0; 0.0; -1.0; -1.0; 0.0; 1.0; -1.0; -1.0; 1.0; 0.0; 0.0; 0.0; 0.0]",
2206,0.367,2,0,0,0,0.6249999999999991,0.6255760368663587,0.6071428571428571,"[1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 1.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; -1.0; -1.0; 0.0; -1.0; 0.0; 0.0; 0.0; -1.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 1.0; 1.0; 1.0; -1.0; 0.0; 0.0; 0.0; 1.0]",
2207,0.735,1,0,0,0,0.5111607142857144,0.5093676814988293,0.5476190476190476,"[0.0; 1.0; 0.0; -1.0; 0.0; -1.0; 0.0; 1.0; 1.0; -1.0; 1.0; -1.0; 1.0; -1.0; 0.0; 0.0; 1.0; 1.0; -1.0; -1.0; 1.0; 0.0; 1.0; 1.0; 1.0; 0.0; 1.0; 0.0; -1.0; 1.0; 1.0; -1.0; -1.0; -1.0; 0.0; 1.0; 1.0; -1.0; 1.0; -1.0; 1.0; 0.0; 1.0; 0.0; 1.0; 1.0; 1.0; 0.0; 1.0]",
2208,0.367,2,0,0,0,0.5,0.5011520737327189,0.46428571428571425,"[0.0; 0.0; -1.0; 1.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; -1.0; -1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; -1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; -1.0; 0.0; 0.0; 1.0; 0.0; -1.0; 1.0; -1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 1.0]",
2209,0.612,1,0,0,0,0.6071428571428567,0.6065759637188204,0.6428571428571428,"[0.0; 1.0; -1.0; 0.0; -1.0; 0.0; -1.0; 0.0; -1.0; 0.0; -1.0; 1.0; 1.0; 0.0; 1.0; 0.0; -1.0; 0.0; 1.0; 1.0; 1.0; 0.0; 0.0; -1.0; -1.0; 0.0; -1.0; 0.0; 1.0; 0.0; -1.0; 1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; -1.0; -1.0; 0.0; 1.0; -1.0; -1.0; -1.0; 1.0; 1.0; -1.0; 1.0]",
2210,0.265,1,0,0,0,0.2857142857142854,0.2857142857142854,0.2857142857142857,"[0.0; 0.0; 0.0; 0.0; 1.0; -1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; -1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; -1.0; -1.0]",
2211,0.796,1,0,0,0,0.4866071428571429,0.48963133640553,0.39285714285714285,"[1.0; 1.0; -1.0; -1.0; -1.0; 0.0; 0.0; 1.0; 1.0; 1.0; 1.0; 1.0; -1.0; 0.0; 0.0; -1.0; 1.0; 1.0; 1.0; -1.0; -1.0; 1.0; -1.0; -1.0; 1.0; 1.0; -1.0; -1.0; -1.0; -1.0; 0.0; -1.0; 0.0; 1.0; 1.0; 1.0; 0.0; 1.0; 1.0; 1.0; 1.0; -1.0; 1.0; 0.0; 1.0; 0.0; 0.0; 1.0; 1.0]",
2212,0.980,4,0,0,0,0.4084821428571429,0.40983606557377056,0.38095238095238093,"[1.0; -1.0; -1.0; -1.0; 1.0; -1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.0; 1.0; -1.0; 1.0; -1.0; -1.0; 1.0; -1.0; 1.0; -1.0; -1.0; -1.0; -1.0; -1.0; 1.0; -1.0; -1.0; -1.0; -1.0; -1.0; -1.0; 1.0; 1.0; 1.0; 1.0; -1.0; -1.0; -1.0; 1.0; 1.0; 1.0; 1.0; -1.0; 1.0; -1.0; -1.0]",
2213,0.286,4,4,4,0,0.7142857142857134,0.7177700348432047,0.6285714285714284,"[0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; -1.0; 1.0; 0.0; 0.0; -1.0; 1.0; 1.0; -1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; -1.0; 0.0; 0.0]",
2214,0.653,4,0,0,0,0.48214285714285704,0.48668280871670694,0.4285714285714285,"[0.0; -1.0; -1.0; 1.0; -1.0; -1.0; 1.0; 0.0; 0.0; 0.0; -1.0; -1.0; 1.0; 0.0; -1.0; -1.0; 1.0; -1.0; 1.0; 1.0; -1.0; -1.0; 1.0; 0.0; -1.0; 0.0; 0.0; 0.0; -1.0; 0.0; 1.0; 1.0; 0.0; 1.0; 1.0; 0.0; 0.0; -1.0; 1.0; 1.0; -1.0; 1.0; 1.0; 0.0; 0.0; 0.0; -1.0; 1.0; 0.0]",
2215,0.592,1,0,0,0,0.41964285714285715,0.4158986175115208,0.5357142857142857,"[-1.0; 0.0; 0.0; 1.0; 1.0; 1.0; -1.0; 0.0; -1.0; 1.0; 1.0; -1.0; 0.0; 0.0; -1.0; 0.0; 1.0; 0.0; -1.0; 0.0; -1.0; -1.0; 0.0; 0.0; 1.0; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; -1.0; 0.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.0; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; -1.0; -1.0; 1.0]",
2216,0.286,1,0,0,0,0.42857142857142866,0.4285714285714286,0.42857142857142855,"[0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; -1.0; 0.0; -1.0; 0.0; -1.0; 0.0; 0.0; 0.0; -1.0; -1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 1.0; -1.0; 0.0; 0.0; 1.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0]",
2217,0.245,1,0,0,0,0.5714285714285712,0.5725806451612903,0.5357142857142857,"[0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; -1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; -1.0; 1.0; 0.0; 1.0; -1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0]",
2218,0.694,2,0,0,0,0.6339285714285711,0.634285714285714,0.6190476190476191,"[-1.0; -1.0; -1.0; 0.0; 0.0; 1.0; 0.0; 1.0; 1.0; 1.0; -1.0; -1.0; -1.0; 0.0; -1.0; 0.0; 1.0; 1.0; 0.0; 1.0; 1.0; 1.0; 0.0; 1.0; -1.0; -1.0; -1.0; 1.0; 1.0; -1.0; -1.0; -1.0; 0.0; 0.0; -1.0; 0.0; 1.0; 0.0; 1.0; 0.0; -1.0; 0.0; 0.0; -1.0; 1.0; 1.0; -1.0; 1.0; 0.0]",
2219,0.633,1,0,0,0,0.4419642857142857,0.44104308390022673,0.5,"[-1.0; 1.0; -1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; -1.0; -1.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; 1.0; 0.0; 1.0; 1.0; 1.0; -1.0; 0.0; 0.0; 1.0; 0.0; 1.0; 1.0; -1.0; -1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.0; 0.0; 0.0; 1.0; -1.0; 0.0; -1.0; 1.0; -1.0; 0.0; 1.0]",
2220,0.653,2,0,0,0,0.4241071428571428,0.42505854800936765,0.4047619047619047,"[0.0; 1.0; 0.0; 0.0; 1.0; 0.0; 1.0; 1.0; -1.0; 0.0; -1.0; 1.0; 0.0; 1.0; 0.0; -1.0; 1.0; 1.0; 1.0; 0.0; 0.0; -1.0; -1.0; -1.0; 1.0; 0.0; 1.0; -1.0; 0.0; -1.0; -1.0; 1.0; 1.0; 1.0; -1.0; 0.0; 1.0; 0.0; 1.0; 0.0; -1.0; 0.0; -1.0; 0.0; -1.0; 0.0; -1.0; 1.0; 1.0]",
2221,0.510,4,0,0,0,0.392857142857143,0.39642857142857146,0.33928571428571425,"[0.0; 0.0; -1.0; 0.0; 1.0; 0.0; 1.0; 0.0; -1.0; 0.0; -1.0; 0.0; -1.0; 1.0; -1.0; -1.0; 0.0; 0.0; 1.0; 1.0; 0.0; -1.0; 0.0; 1.0; -1.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; 1.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; -1.0; 0.0; -1.0; 0.0; 0.0; 1.0; 1.0; -1.0]",
2222,0.816,1,0,0,0,0.3638392857142854,0.36290322580645135,0.39285714285714285,"[-1.0; 1.0; -1.0; 1.0; 1.0; -1.0; 1.0; 1.0; 0.0; 1.0; 1.0; 1.0; -1.0; 1.0; -1.0; 1.0; 1.0; -1.0; 1.0; -1.0; -1.0; 0.0; -1.0; -1.0; 1.0; -1.0; -1.0; -1.0; -1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.0; -1.0; 0.0; -1.0; 0.0; 0.0; 1.0; -1.0; 0.0; -1.0; -1.0; 0.0; 1.0; 0.0; -1.0]",
2223,0.469,1,0,0,0,0.2767857142857141,0.27764976958525317,0.24999999999999994,"[0.0; 0.0; -1.0; 0.0; 1.0; 0.0; -1.0; -1.0; 0.0; -1.0; 0.0; 1.0; -1.0; 0.0; 0.0; 0.0; -1.0; 1.0; -1.0; 0.0; 0.0; 1.0; 0.0; -1.0; 0.0; 1.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 1.0; -1.0; 0.0; -1.0; 1.0; 0.0; -1.0; -1.0; 0.0; 0.0; 0.0; -1.0; 0.0; -1.0; 0.0; 0.0; 1.0]",
2224,0.408,4,0,0,0,0.642857142857142,0.6393442622950813,0.7142857142857143,"[0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; -1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; -1.0; 0.0; 1.0; 0.0; 0.0; -1.0; -1.0; 0.0; 1.0; 1.0; 1.0; 1.0; 0.0; 0.0; 0.0; -1.0; 0.0; 1.0; 0.0; 1.0; 1.0; 1.0; 0.0; 0.0; 1.0; 0.0]",
2225,0.959,2,0,0,0,0.2946428571428571,0.29714285714285704,0.19047619047619047,"[-1.0; -1.0; 1.0; -1.0; 1.0; -1.0; -1.0; -1.0; -1.0; 1.0; 1.0; 1.0; -1.0; 1.0; -1.0; 0.0; -1.0; -1.0; 1.0; 0.0; -1.0; -1.0; -1.0; -1.0; -1.0; 1.0; -1.0; -1.0; -1.0; -1.0; -1.0; 1.0; -1.0; -1.0; -1.0; -1.0; -1.0; 1.0; 1.0; 1.0; -1.0; 1.0; -1.0; -1.0; 1.0; -1.0; 1.0; 1.0; 1.0]",
2226,0.980,1,0,0,0,0.5758928571428567,0.5770528683914505,0.42857142857142855,"[1.0; -1.0; 1.0; 1.0; 1.0; 1.0; -1.0; -1.0; -1.0; 1.0; 1.0; 1.0; 1.0; -1.0; 1.0; 1.0; -1.0; 1.0; 1.0; -1.0; 1.0; 1.0; -1.0; -1.0; -1.0; -1.0; 1.0; 1.0; -1.0; -1.0; -1.0; -1.0; -1.0; -1.0; -1.0; -1.0; 1.0; -1.0; -1.0; 1.0; -1.0; -1.0; -1.0; 1.0; 0.0; 1.0; 1.0; 1.0; 1.0]",
2227,0.429,1,0,0,0,0.5357142857142859,0.5362811791383221,0.5,"[0.0; 1.0; 1.0; -1.0; 0.0; 0.0; -1.0; -1.0; 0.0; 0.0; 0.0; -1.0; 0.0; -1.0; 1.0; -1.0; 1.0; 0.0; -1.0; 1.0; 0.0; 1.0; 0.0; 0.0; -1.0; 0.0; -1.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 1.0]",
2228,0.490,1,0,0,0,0.28571428571428553,0.2857142857142855,0.2857142857142857,"[0.0; 0.0; 0.0; -1.0; -1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 1.0; -1.0; -1.0; 1.0; -1.0; -1.0; 1.0; 0.0; -1.0; 0.0; 0.0; 1.0; 1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 1.0; -1.0; 1.0; 0.0; 1.0; 0.0; -1.0; 0.0; -1.0; -1.0; 0.0; 0.0; -1.0; 0.0; -1.0; 0.0]",
2229,0.653,1,0,0,0,0.21651785714285693,0.22004608294930855,0.10714285714285714,"[-1.0; -1.0; -1.0; 0.0; -1.0; 0.0; 0.0; -1.0; 1.0; -1.0; 0.0; 0.0; 1.0; 0.0; 0.0; -1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 1.0; 1.0; -1.0; -1.0; -1.0; 1.0; -1.0; -1.0; -1.0; -1.0; -1.0; 1.0; 0.0; 0.0; 0.0; -1.0; -1.0; -1.0; 0.0; 1.0; -1.0; 0.0; 1.0; -1.0; 1.0; 1.0; 0.0; -1.0]",
2230,0.469,2,0,0,0,0.5714285714285712,0.5702857142857142,0.619047619047619,"[1.0; 1.0; 1.0; -1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 1.0; 1.0; 0.0; 1.0; 1.0; 0.0; 1.0; 0.0; -1.0; 0.0; -1.0; -1.0; 0.0; -1.0; -1.0; 0.0; -1.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; -1.0; 0.0]",
2231,0.286,1,0,0,0,0.37499999999999983,0.37528344671201797,0.3571428571428571,"[0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 1.0; 1.0; 0.0; 0.0; 0.0; -1.0; 1.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; -1.0; -1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 1.0; -1.0]",
2232,0.224,1,0,0,0,0.39285714285714274,0.39257592800899876,0.42857142857142855,"[0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; -1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0]",
2233,0.776,2,0,0,0,0.45089285714285715,0.4519906323185012,0.42857142857142855,"[0.0; -1.0; 1.0; 0.0; 1.0; 1.0; 1.0; -1.0; 0.0; -1.0; -1.0; 0.0; 0.0; 1.0; 0.0; 1.0; 1.0; -1.0; -1.0; -1.0; 0.0; 1.0; -1.0; -1.0; -1.0; 1.0; -1.0; 1.0; -1.0; -1.0; -1.0; -1.0; 1.0; -1.0; 0.0; 1.0; 1.0; -1.0; -1.0; -1.0; 1.0; 0.0; 1.0; -1.0; 0.0; 1.0; 1.0; 0.0; -1.0]",
2234,0.327,6,0,0,0,0.44642857142857123,0.45258103241296493,0.365079365079365,"[0.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; -1.0; 0.0; 0.0; 1.0; 0.0; 1.0; 0.0; 1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; -1.0; 0.0; 1.0; 0.0; 1.0; 0.0; 1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0]",
2235,1.000,2,4,4,0,0.6874999999999993,0.687572590011614,0.6857142857142857,"[1.0; -1.0; -1.0; 1.0; 1.0; -1.0; 1.0; 1.0; -1.0; 1.0; 1.0; 1.0; 1.0; 1.0; -1.0; 1.0; 1.0; -1.0; 1.0; 1.0; -1.0; 1.0; -1.0; 1.0; -1.0; -1.0; 1.0; -1.0; 1.0; 1.0; -1.0; 1.0; 1.0; -1.0; 1.0; 1.0; 1.0; 1.0; 1.0; -1.0; 1.0; -1.0; -1.0; -1.0; -1.0; -1.0; 1.0; -1.0; -1.0]",
2236,0.959,3,0,0,0,0.5044642857142857,0.5081967213114754,0.42857142857142855,"[-1.0; -1.0; 1.0; -1.0; 1.0; 1.0; -1.0; -1.0; 1.0; 0.0; 1.0; 1.0; 1.0; 1.0; 1.0; -1.0; -1.0; 1.0; 1.0; -1.0; 1.0; 1.0; 1.0; -1.0; -1.0; -1.0; -1.0; -1.0; -1.0; 1.0; -1.0; -1.0; -1.0; -1.0; 1.0; -1.0; 1.0; -1.0; 1.0; -1.0; 1.0; 1.0; 1.0; 1.0; -1.0; -1.0; -1.0; 0.0; -1.0]",
2237,0.878,2,2,2,0,0.6093749999999994,0.6103896103896098,0.5918367346938774,"[0.0; 1.0; -1.0; 1.0; -1.0; -1.0; 0.0; -1.0; 1.0; -1.0; -1.0; -1.0; 0.0; 0.0; 0.0; -1.0; 1.0; -1.0; -1.0; 1.0; 1.0; 1.0; -1.0; -1.0; 1.0; 0.0; -1.0; 1.0; -1.0; -1.0; 1.0; 1.0; 1.0; -1.0; -1.0; -1.0; 1.0; -1.0; -1.0; 1.0; -1.0; 1.0; 1.0; 1.0; 1.0; 1.0; -1.0; 1.0; -1.0]",
2238,0.918,13,8,8,0,0.6651785714285708,0.6629072681704257,0.683673469387755,"[-1.0; -1.0; 1.0; 1.0; 1.0; 1.0; -1.0; 1.0; 1.0; 1.0; -1.0; -1.0; 0.0; -1.0; -1.0; 1.0; -1.0; 1.0; -1.0; -1.0; -1.0; 1.0; -1.0; -1.0; 1.0; -1.0; 0.0; -1.0; 1.0; 1.0; 0.0; -1.0; 1.0; 1.0; 1.0; -1.0; -1.0; 1.0; -1.0; 1.0; 1.0; 1.0; 1.0; 1.0; -1.0; -1.0; 0.0; 1.0; 1.0]",
2239,0.469,1,0,0,0,0.5000000000000003,0.5000000000000003,0.5,"[0.0; 1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; -1.0; 0.0; 1.0; 1.0; 1.0; 0.0; 0.0; -1.0; 0.0; 1.0; 0.0; -1.0; -1.0; -1.0; 0.0; 0.0; 1.0; 0.0; 1.0; 1.0; -1.0; -1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; -1.0; 1.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 1.0]",
2240,0.306,2,0,0,0,0.42857142857142855,0.4285714285714286,0.42857142857142855,"[-1.0; -1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 1.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; -1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 1.0; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; -1.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0]",
2241,0.429,1,0,0,0,0.3928571428571426,0.3937007874015746,0.2857142857142857,"[0.0; 0.0; -1.0; -1.0; 0.0; 1.0; 0.0; -1.0; -1.0; 1.0; 0.0; 0.0; -1.0; -1.0; 1.0; 0.0; -1.0; 0.0; 0.0; 1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; -1.0; 1.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; -1.0]",
2242,0.327,1,0,0,0,0.44642857142857123,0.44930875576036844,0.3571428571428571,"[0.0; 0.0; 0.0; 1.0; -1.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; -1.0; 0.0; -1.0; -1.0; 0.0; 0.0; 0.0; 1.0; 0.0; -1.0; 0.0; 0.0; 1.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; -1.0; -1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0]",
2243,0.531,1,0,0,0,0.41071428571428575,0.41383219954648526,0.21428571428571427,"[-1.0; 0.0; 1.0; -1.0; -1.0; -1.0; -1.0; 1.0; 0.0; 0.0; -1.0; 1.0; 0.0; 1.0; 0.0; 1.0; 1.0; 0.0; 0.0; 1.0; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; -1.0; 0.0; -1.0; 0.0; -1.0; 0.0; 0.0; 1.0; -1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; -1.0; -1.0; -1.0; 0.0; -1.0]",
2244,0.673,2,0,0,0,0.24999999999999964,0.25028571428571394,0.23809523809523805,"[1.0; 0.0; 1.0; 0.0; -1.0; -1.0; -1.0; 0.0; -1.0; -1.0; 1.0; 1.0; -1.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 1.0; -1.0; -1.0; 0.0; -1.0; 1.0; -1.0; 1.0; -1.0; -1.0; -1.0; 0.0; 1.0; 1.0; 0.0; -1.0; 1.0; -1.0; 0.0; 0.0; 1.0; 0.0; -1.0; -1.0; -1.0; -1.0]",
2245,0.612,1,0,0,0,0.3035714285714282,0.30385487528344635,0.2857142857142857,"[0.0; -1.0; 0.0; 0.0; -1.0; -1.0; 0.0; 0.0; -1.0; 0.0; -1.0; -1.0; 1.0; 0.0; -1.0; 0.0; 1.0; -1.0; -1.0; 1.0; 0.0; 1.0; 0.0; -1.0; -1.0; 0.0; 1.0; 1.0; 1.0; -1.0; -1.0; -1.0; 0.0; 1.0; -1.0; 1.0; 0.0; -1.0; 0.0; 0.0; 0.0; -1.0; -1.0; 0.0; 0.0; -1.0; -1.0; 0.0; 1.0]",
